caption,entity_1,entity_2,entity_3,image_name,index_1,index_2,index_3,id
"On a wooden table sits silverware, a creamer, pot, cup of tea and a plate that holds a banana, eggs, cheese, fruit and bread.",cup,banana,plate,000000445565.jpg,15,24,20,82006
a person and a dog are on a bench,person,bench,dog,000000381546.jpg,2,9,5,800892
"A fluffy, black dog leaning out of a car window.",dog,window,car,000000292977.jpg,5,11,10,827897
A cat is seen leaning over a chair and looking at a laptop computer screen.,chair,cat,laptop,000000409247.jpg,8,2,13,1781
A cat is under a large umbrella in a pet bed.,bed,cat,umbrella,000000493074.jpg,11,2,7,446726
a person holds a apple as a knife is in it ,person,apple,knife,000000220348.jpg,2,5,8,776046
A cat lying asleep on a desk by a water bottle.,bottle,cat,desk,000000422424.jpg,11,2,7,690918
An apple computer and keyboard on a sleek white desk.,apple,desk,keyboard,000000388707.jpg,2,11,6,260939
A brown cat sitting on the bench next to a bicycle. ,cat,bench,bicycle,000000171809.jpg,3,7,11,790177
A dog and cat relax inside a blue checkered animal bed,bed,cat,dog,000000306395.jpg,12,4,2,295444
a brown desk a chair a keyboard printer and monitor,chair,desk,keyboard,000000066192.jpg,5,3,7,124094
A man reading a book on a bench on a boat.,bench,boat,book,000000025244.jpg,8,11,5,778052
An orange cat sitting in the middle of a car hood.,orange,cat,car,000000578632.jpg,2,3,10,113274
An orange stripe cat laying on top of a computer keyboard.,orange,cat,keyboard,000000407027.jpg,2,4,12,218194
A person is riding a bicycle but there is a train in the background.,person,train,bicycle,000000483108.jpg,2,11,6,581820
"a hotel room with a bed, chair and a window",chair,bed,window,000000277630.jpg,8,6,11,339540
a person laying on a bench while holding an umbrella,person,umbrella,bench,000000132430.jpg,2,10,6,12932
A person and a dog on a motor boat in the water.,person,boat,dog,000000508678.jpg,2,9,5,157376
"A battery, mouse, stapler, an astray and a cup balanced over a book.",cup,mouse,book,000000382617.jpg,14,4,18,239730
A computer keyboard next to a mouse and remote control sitting on top of a table.,mouse,keyboard,remote,000000230190.jpg,8,4,10,70093
A plate with a double layer sandwich and a cup of soup.,cup,sandwich,plate,000000408795.jpg,10,7,2,686408
The person rides in a yellow motorboat with a dog. ,person,boat,dog,000000379468.jpg,2,8,11,763796
An orange cat sitting in the passenger seat of a car.,orange,cat,car,000000536711.jpg,2,3,11,199521
a desk with a laptop and monitor and keyboard,desk,laptop,keyboard,000000384235.jpg,2,5,9,450216
the bathroom has a toilet and a sink and mirror,mirror,toilet,sink,000000061882.jpg,10,5,8,582585
The cat fell asleep on the laptop's keyboard.,cat,laptop,keyboard,000000488386.jpg,2,7,9,736105
Fluffy cat lays on a desk near a window.,cat,desk,window,000000094566.jpg,2,6,9,38699
"A deep sink, washing machine and microwave oven",oven,sink,microwave,000000188544.jpg,9,3,8,487303
Small dog wearing sweater standing on ledge of car window peering out.,dog,window,car,000000279831.jpg,2,10,9,261936
"One dog is peering in the handbag, the other is lying peacefully on the bed.",handbag,bed,dog,000000560909.jpg,8,17,2,293846
"A man, with other people in the background, is sitting at a picnic table with a cell phone in front of him while he uses a fork and knife to cut a dessert on a plate.",fork,knife,plate,000000236626.jpg,29,31,38,84323
a person sitting at a desk with a monitor and keyboard,person,desk,keyboard,000000304221.jpg,2,6,11,127467
Pepperoni pizza is sitting on a white plate near a cup of coffee.,cup,pizza,plate,000000317981.jpg,11,2,8,216390
"A bathroom with a toilet, tub, sink and a window. ",toilet,sink,window,000000530016.jpg,5,9,12,290378
"Two orange cats play on a swiveling red chair, with a pink shoe under it, in this set of two images.",shoe,orange,chair,000000305546.jpg,15,2,10,829348
Two monitors sitting on a desk by a chair and a window.,chair,desk,window,000000200302.jpg,9,6,12,252073
A dog sticks his out of the open truck window,truck,dog,window,000000067053.jpg,9,2,10,634154
"A hotel restroom with shelved sink cabinet, with towels, tray with paper cups upside down, travel sized toiletries, a mirror on wall, and a toilet.",mirror,toilet,sink,000000152298.jpg,26,32,7,670508
Piece of cake on a white plate with a fork.,fork,cake,plate,000000229407.jpg,10,3,7,255702
The from of a semi truck seen from a car's side mirror,mirror,truck,car,000000108156.jpg,13,6,10,35165
A person is lying on a bed near a window.,bed,person,window,000000333201.jpg,7,2,10,785939
a bathroom vanity with a bowl sink and large mirror ,mirror,bowl,sink,000000214664.jpg,10,6,7,280147
View of water from inside boat near bed window.,bed,boat,window,000000577527.jpg,8,6,9,80053
Laptop on a desk in front of window next to a computer monitor,desk,laptop,window,000000262059.jpg,4,1,8,613905
A dog pulls on one end of a frisbee why a person pulls on the other side.,frisbee,person,dog,000000396556.jpg,9,12,2,179726
"A small room with a bed, sink, and a toilet.",bed,toilet,sink,000000166335.jpg,6,12,8,824896
A dog sits in the side car of a motorcycle.,motorcycle,dog,car,000000282527.jpg,10,2,7,50490
A dog and cat sitting on a bed.,bed,cat,dog,000000136373.jpg,8,4,2,139389
"A bathroom are with sink, chair, toilet and a bathtub.",chair,toilet,sink,000000342709.jpg,7,9,5,415608
A plate with a sandwich and a bowl of soup.,bowl,sandwich,plate,000000157158.jpg,8,5,2,176827
A brown bear sitting on a couch wearing a shirt and hat.,couch,bear,hat,000000310707.jpg,7,3,12,74337
A black  mouse on a desk next to a white keyboard.,mouse,desk,keyboard,000000091113.jpg,3,6,11,418186
A dog with white fur sleeping on a couch or chair.,couch,chair,dog,000000308688.jpg,9,11,2,618700
A teddy bear sitting at a desk in front of a laptop.,bear,desk,laptop,000000487002.jpg,3,7,12,633507
A cat sleeping on the keyboard of a laptop.,cat,laptop,keyboard,000000376595.jpg,2,9,6,606935
A cat looking up while sipping from a cup in a sink.,cat,cup,sink,000000089848.jpg,2,9,12,493687
A man is sitting at a desk looking at the car on the back of his chair.,chair,desk,car,000000120099.jpg,17,7,11,709801
A cat and a dog snuggling together on a couch.,couch,cat,dog,000000053289.jpg,11,2,5,538966
A person holding a white plate topped with a sandwich.,person,sandwich,plate,000000210002.jpg,2,10,6,690566
Man arranging stuffed bear in a chair watching a TV in a desert.,chair,bear,tv,000000355214.jpg,7,4,10,588394
Large white teddy bear sitting in the driver's seat of an orange truck. ,orange,bear,truck,000000157295.jpg,13,4,14,91281
Cat eating pizza off a plate on the ground,cat,pizza,plate,000000581153.jpg,1,3,6,515947
a silver refrigerator and oven and a white microwave,oven,refrigerator,microwave,000000112590.jpg,5,3,9,219939
A laptop computer on a table adjacent to a computer mouse and keyboard.,mouse,laptop,keyboard,000000543183.jpg,13,2,15,318321
Small white bathroom with toilet sink and mirror over it. ,mirror,toilet,sink,000000208200.jpg,8,5,6,795874
"A sandwich on a white plate, a drink, and a book on a table.",sandwich,book,plate,000000284008.jpg,2,13,6,820258
a kitchen with a stove a sink a door and a small window,door,sink,window,000000059471.jpg,9,7,13,120717
A dog sniffing at a plate with pizza on it.,pizza,dog,plate,000000499837.jpg,9,2,7,291270
a person wearing a Santa hat and a flying kite,person,hat,kite,000000579524.jpg,2,6,10,253295
A laptop computer and water bottle on a white desk.,bottle,desk,laptop,000000365802.jpg,7,11,2,210411
"A suitcase, backpack on a driver's seat of a car",backpack,suitcase,car,000000190646.jpg,4,2,12,560376
A dog riding in a car with its head sticking out of the window.,dog,window,car,000000184771.jpg,2,14,6,755835
"Photo of a living room with a TV on the floor  and one on a stand, a person standing outside the door way.",door,person,tv,000000279524.jpg,23,19,8,99162
A wooden fork stirs a bowl of sausage and broccoli. ,fork,bowl,broccoli,000000333918.jpg,3,7,11,107920
this is a mouse and keyboard with a bear,bear,mouse,keyboard,000000384261.jpg,9,4,6,697469
A zebra's head goes into a car window.,zebra,window,car,000000067414.jpg,2,9,8,560750
a cake roll with a fork on a plate,fork,cake,plate,000000015155.jpg,6,2,9,565313
A person's reflection is in a mirror above a sink.,person,mirror,sink,000000006358.jpg,2,8,11,299021
A plate with one donut and syrup in the square bowl.,donut,bowl,plate,000000265896.jpg,5,11,2,702872
Legs on top of a desk next to a bottle of soda and a medium sized pizza pie.,bottle,desk,pizza,000000257817.jpg,10,6,17,8385
A black bear by a road seen through a car window.,bear,window,car,000000225519.jpg,3,11,10,310359
A green bowl of corn and broccoli in a white stew with a spoon and a biscuit  next to it.,spoon,bowl,broccoli,000000092107.jpg,14,3,7,272285
A girl taking a picture through her side mirror to see her dog outside the window,mirror,dog,window,000000343319.jpg,9,13,16,163998
A plate has a piece of cake and a fork on it.,fork,cake,plate,000000465838.jpg,10,7,2,303950
A cat standing next to a multi-colored bowl stares at himself in the mirror.,cat,mirror,bowl,000000258998.jpg,2,16,10,185605
A man picking at a slice of pizza with a fork and knife,fork,pizza,knife,000000290676.jpg,11,8,13,804748
A desk with a laptop and a keyboard.,desk,laptop,keyboard,000000510456.jpg,2,5,8,44936
A book bag with a bottle in it next to a suitcase.,bottle,suitcase,book,000000172475.jpg,6,12,2,249428
A person laying back in a body of water while holding an umbrella reading a book.,person,umbrella,book,000000180071.jpg,2,13,16,27221
"a bathroom with a sink, toilet and a window",toilet,sink,window,000000528411.jpg,7,5,10,293391
The dog is setting on the small bed with the cat.,bed,cat,dog,000000526664.jpg,8,11,2,764084
a person types on a laptop computer on a bed,bed,person,laptop,000000021365.jpg,11,2,6,339512
a person laying on a couch wearing a shirt and tie ,couch,tie,person,000000251292.jpg,6,11,2,798810
A man in a robe is lounging on a couch with a dog and cat playing video games.,couch,cat,dog,000000464443.jpg,10,15,13,55279
a person wearing a suit and tie in a car ,tie,person,car,000000201630.jpg,7,2,10,502037
A person riding a bicycle near a child with an airplane flying in the air behind them.,person,bicycle,airplane,000000406767.jpg,2,5,11,304825
A zebra sticking its head in a car window looking at a little boy.,zebra,window,car,000000254806.jpg,2,9,8,114647
The two images show a person petting a dog wearing a hat.,person,hat,dog,000000113678.jpg,6,12,9,688985
A view of a bedroom shows a bed right next to a desk by a bicycle.,bed,bicycle,desk,000000497010.jpg,8,16,13,289301
A laptop computer sitting on a black desk next to a bowl.,bowl,desk,laptop,000000169352.jpg,13,9,2,22193
"A desk with a keyboard, mouse and computer monitor.",mouse,desk,keyboard,000000075285.jpg,7,2,5,403570
A person cutting a donut on a plate of 6 donuts.,person,donut,plate,000000479035.jpg,2,5,8,326059
"A toilet, sink and mirror in the bathroom",mirror,toilet,sink,000000436141.jpg,6,2,4,314087
A dog jumps over a person for a frisbee.,frisbee,person,dog,000000258129.jpg,9,6,2,452465
Orange cat sleeping on top of a remote.,orange,cat,remote,000000379165.jpg,1,2,8,293714
an ice cream cake sandwich with sprinkles on a plate,cake,sandwich,plate,000000166036.jpg,4,5,10,38301
"A laptop, mouse, and organizer sitting on a desk.",mouse,desk,laptop,000000540926.jpg,4,11,2,799022
"A bedroom containing a bed, a dresser, a large TV on the wall and 2 four-door cabinets",bed,door,tv,000000483328.jpg,5,20,12,293383
A cat standing on the floor near a desk and chair.,chair,cat,desk,000000023656.jpg,11,2,9,772370
a toilet a long skinny sink and a window,toilet,sink,window,000000437300.jpg,2,6,9,393056
An orange motorcycle is parked next to a car.,orange,motorcycle,car,000000037322.jpg,2,3,9,59730
A shaggy bear is holding an orange carrot.,orange,bear,carrot,000000423909.jpg,7,3,8,360535
A croissant sandwich and a glass of water are set by the window with a vase of yellow flowers.,vase,sandwich,window,000000111749.jpg,16,3,13,512891
"The room has a toilet, a chair, and a refrigerator in it.",chair,toilet,refrigerator,000000442308.jpg,8,5,12,561263
A steak sandwich with a cup of green sauce on a white plate.,cup,sandwich,plate,000000091952.jpg,6,3,13,386033
A plate of food containing a hot dog and broccoli.,dog,broccoli,plate,000000422866.jpg,8,10,2,135970
a bedroom with a couch tv and bed sitting on a hardwood floor,couch,bed,tv,000000022478.jpg,5,8,6,671977
"A bathroom with a mirror, light, towel, cup and toothbrush in it. ",cup,mirror,toothbrush,000000210201.jpg,11,5,13,604017
A kitchen with a hotplate and microwave and small sink.,sink,plate,microwave,000000200206.jpg,11,6,8,163841
A person photographs a cutting board with a knife and a sandwich on it.,person,sandwich,knife,000000248856.jpg,2,12,9,178648
A person is cutting the cake with a knife.,person,cake,knife,000000460183.jpg,2,6,9,492674
"A TV, monitor, keyboard and laptop all positioned to be used at the same time ",tv,laptop,keyboard,000000217893.jpg,2,8,6,57608
"a bathroom with a toilet, sink and a mirror",mirror,toilet,sink,000000471895.jpg,10,5,7,16460
The bear is sitting in a chair with a book.,chair,bear,book,000000488066.jpg,7,2,10,645499
A microwave oven sealed in a box with a door latch.,door,oven,microwave,000000389492.jpg,10,3,2,652870
An orange  bus parked in front of a church with a tall clock tower.,orange,clock,bus,000000466547.jpg,2,13,3,215289
A piece of cake is sitting on a plate with a fork.,fork,cake,plate,000000184940.jpg,12,4,9,220313
an old clock sits in a person's desk,person,clock,desk,000000276796.jpg,7,3,9,824713
A man riding a bicycle with a side car with a small dog sitting in it .,bicycle,dog,car,000000523357.jpg,5,13,9,87130
A cat 's litter box across from a toilet and next to a sink.,cat,toilet,sink,000000463680.jpg,2,9,14,469891
A wooden table with a white plate containing cake and a cup of coffee.,cup,cake,plate,000000265596.jpg,12,9,7,372882
A black book-bag sitting on a bus station bench.  ,bench,bus,book,000000194089.jpg,11,9,3,232520
Two women are talking to a guy who is wearing a hat and tie at a window.,tie,hat,window,000000163139.jpg,14,12,17,507111
A person laying on a bed with a laptop.,bed,person,laptop,000000182516.jpg,6,2,9,565405
A waffle is sitting on a plate with a fork near a glass of orange juice.,orange,fork,plate,000000089052.jpg,15,10,7,287581
A person sitting on a bed with a laptop.,bed,person,laptop,000000008383.jpg,6,2,9,381536
A woman in a cowboy hat opening a truck door.,door,hat,truck,000000291048.jpg,10,6,9,252531
A lady sitting on a bench next to a bicycle holds the leash to a dog. ,bench,bicycle,dog,000000239644.jpg,6,10,16,19088
a cat laying on a laptop on a bed,bed,cat,laptop,000000554408.jpg,9,2,6,468073
The reflection of the sink is seen in both the glass shower door and the mirror.,door,mirror,sink,000000298732.jpg,13,16,5,623732
A kitchen with a over stove and toaster oven including a microwave.,oven,toaster,microwave,000000461221.jpg,9,8,12,8300
A toilet with a wooden seat and a sink and mirror.,mirror,toilet,sink,000000428244.jpg,11,2,9,595893
A house cat rest under an orange chair,orange,chair,cat,000000237515.jpg,7,8,3,137662
A brown teddy bear sitting next to cup cakes and then sitting on a couch.,couch,bear,cup,000000265822.jpg,15,4,8,427094
"White, black and orange cat eating food off of a plate.",orange,cat,plate,000000021161.jpg,5,6,12,420779
A dog setting on a chair by a window with a white curtain.,chair,dog,window,000000458092.jpg,6,2,9,538147
A white and orange cat sitting inside of a sink.,orange,cat,sink,000000463611.jpg,4,5,10,365286
a man playing with an orange frisbee next to a person holding a bike ,orange,frisbee,person,000000053900.jpg,6,7,11,720681
a black gray and white cat a keyboard a monitor and a desk,cat,desk,keyboard,000000221763.jpg,6,13,8,460414
A person and a cat by a laptop computer.,cat,person,laptop,000000488964.jpg,5,2,8,113096
The people in the homemade boat have a bicycle and a big green umbrella.,umbrella,bicycle,boat,000000356622.jpg,14,9,6,352480
A  YOUNG DOG BITING AN ORANGE FRISBEE IN YARD,orange,frisbee,dog,000000546584.jpg,6,7,3,131060
"A view of a living room, it's couch, potted plant, window, and mirror.",couch,mirror,window,000000029288.jpg,10,18,15,258562
"A collage of pictures such as a basketball, horse shaped bush, motorcycle, fireworks and book pages.",horse,motorcycle,book,000000134586.jpg,10,14,18,220403
A teddy bear sitting on a chair under a window,chair,bear,window,000000357095.jpg,7,3,10,191927
a brown black and white dog and a black cat on a bed,bed,cat,dog,000000336990.jpg,13,10,6,319252
A person sits holding a cat near a laptop. ,cat,person,laptop,000000430319.jpg,6,2,9,813773
A brown dog looking at a cat through a window.,cat,dog,window,000000516194.jpg,7,3,10,758519
"A tiny college dorm room with a single bed, computer desk, bookshelves, a microwave, and Japanese artwork.",bed,desk,microwave,000000496766.jpg,9,13,19,730282
A wooden desk with a lap top computer and a computer monitor with a keyboard and mouse. ,mouse,desk,keyboard,000000050099.jpg,19,3,17,478323
"Bedroom corner with twin bed with high posts, bedside table with lamp, water bottle and glass, and sunlit window.",bed,bottle,window,000000448574.jpg,5,16,23,774629
A door stands in front of a refrigerator with a microwave on top.,door,refrigerator,microwave,000000575356.jpg,2,8,11,669797
A black bathroom features a white toilet as a person is seen in the mirror.,person,mirror,toilet,000000571745.jpg,10,15,7,259584
