caption,entity_1,entity_2,entity_3,image_name,index_1,index_2,index_3,id
A plate of pizza with a fork next to a glass ,fork,pizza,plate,000000471382.jpg,7,4,2,290439
A clock sitting in the middle of a train station next to a window.,train,clock,window,000000462191.jpg,9,2,14,292331
"Pictures of a refrigerator, a microwave oven, a washing machine and a robot vacuum.",oven,refrigerator,microwave,000000257894.jpg,8,4,7,293507
A person on a laptop laying in a bed.,bed,person,laptop,000000570801.jpg,9,2,5,294228
A round clock at the information desk at the train station ,train,clock,desk,000000462191.jpg,10,3,7,295760
A turkey is in the oven with an open door with a clock timer on the upper right side.,door,oven,clock,000000131832.jpg,10,6,13,300839
A fireplace mantle has an ornate clock sitting on it in front of a large mirror near a teddy bear.,bear,mirror,clock,000000093743.jpg,20,16,7,301801
A person asleep on his backpack while holding a laptop.,backpack,person,laptop,000000450840.jpg,6,2,10,302094
a kitchen with a sink a refrigerator and a window,refrigerator,sink,window,000000100223.jpg,7,5,10,305056
a close up of a person at a table with a plate of pizza,person,pizza,plate,000000306570.jpg,6,14,12,305442
a silver oven stove and microwave sink and brown cupboards,oven,sink,microwave,000000436265.jpg,3,7,6,305865
some books a keyboard a mouse a desk and a monitor,mouse,desk,keyboard,000000205703.jpg,6,8,4,307172
A person placing a cake into an oven.,person,oven,cake,000000396725.jpg,2,8,5,307430
A pizza burned on a paper plate in the microwave.,pizza,plate,microwave,000000230168.jpg,2,7,10,309712
A partially cut pizza in a box on a bed with person sitting next to it.,bed,person,pizza,000000116316.jpg,10,12,4,311568
A red desk with a white mouse and a laptop.,mouse,desk,laptop,000000092601.jpg,7,3,10,314043
"A large mirror, a clock and a teddy bear on a mantle.",bear,mirror,clock,000000093743.jpg,10,3,6,314323
a laptop on a desk with a mouse next to it,mouse,desk,laptop,000000092601.jpg,8,5,2,314424
A laptop computer sitting on top of a red desk next to a mouse.,mouse,desk,laptop,000000092601.jpg,15,11,2,315288
This has a laptop on a desk in front of a window.,desk,laptop,window,000000104273.jpg,7,4,12,318161
Kitchen and refrigerator with various magnets on door and book shelves.,door,refrigerator,book,000000575228.jpg,8,3,10,326835
A reflection of a person in a microwave window.,person,window,microwave,000000151869.jpg,5,9,8,326883
A laptop computer is on a chair by an oven.,chair,oven,laptop,000000202740.jpg,8,11,2,328192
A person sitting in a chair with their feet propped in another with a laptop resting on their legs.,chair,person,laptop,000000269045.jpg,6,2,16,330199
a compact refrigerator with the door open and a mini stove and microwave,door,refrigerator,microwave,000000384675.jpg,6,3,13,330673
A slice of vegetable pizza on a plate with a knife.,pizza,knife,plate,000000332739.jpg,5,11,8,331122
A cat laying on a laptop keyboard and staring at the camera.,cat,laptop,keyboard,000000272250.jpg,2,6,7,331147
A young boy smiles with a plate of pizza on the table and a knife,pizza,knife,plate,000000421320.jpg,9,15,7,331821
A chair holding a laptop sits in front of an oven. ,chair,oven,laptop,000000202740.jpg,2,11,5,333454
A red plate with chips and a sandwich next to a bottle of beer.,bottle,sandwich,plate,000000037089.jpg,12,8,3,333794
A chair holding a laptop that is facing towards an oven.,chair,oven,laptop,000000202740.jpg,2,11,5,334180
A plate with a sandwich and chips sitting on a counter with a bottle.,bottle,sandwich,plate,000000037089.jpg,14,5,2,336821
A dog with lying on a couch near someone using a laptop.,couch,laptop,dog,000000434275.jpg,7,12,2,337509
Black dog with a paw on a laptop keyboard.,laptop,keyboard,dog,000000228857.jpg,8,9,2,340777
A dog is laying on the bed and his paw is on top of a laptop.,bed,laptop,dog,000000228857.jpg,7,16,2,341626
A dog sits next to a person with his laptop on his lap. ,person,laptop,dog,000000434275.jpg,7,10,2,342981
A black cat laying next to a keyboard and mouse.,cat,mouse,keyboard,000000315663.jpg,3,10,8,343130
A cat sleeps next to a keyboard and mouse.,cat,mouse,keyboard,000000315663.jpg,2,9,7,343910
A slice of pizza on a paper plate in a car lot.,pizza,car,plate,000000079798.jpg,4,11,8,344690
"A small, black cat sleeps next to a mouse and keyboard.",cat,mouse,keyboard,000000315663.jpg,5,10,12,345227
a kitchen with a refrigerator with a stove and a toaster oven,oven,refrigerator,toaster,000000396337.jpg,12,5,11,346207
A teddy bear sitting at a desk with a keyboard and monitor.,bear,desk,keyboard,000000086412.jpg,3,7,10,346462
A toaster on top of a microwave oven of some sort.,oven,toaster,microwave,000000293340.jpg,8,2,7,348141
A toaster oven sitting on top of a microwave.,oven,toaster,microwave,000000293340.jpg,3,2,9,349908
A dog laying on the bed with a laptop.,bed,laptop,dog,000000228857.jpg,6,9,2,349960
A microwave oven sitting under a window on top of a counter.,oven,window,microwave,000000045999.jpg,3,7,2,352084
A white and blue plate sitting on top of a table next to a knife and fork.,fork,knife,plate,000000305975.jpg,17,15,5,355195
"A desk with keyboard, mouse, computer monitor and lamp.",mouse,desk,keyboard,000000502126.jpg,6,2,4,357278
A counter top toaster oven on top of a microwave.,oven,toaster,microwave,000000293340.jpg,5,4,10,358053
A plate with food sitting on a table with a knife and fork.,fork,knife,plate,000000305975.jpg,13,11,2,363508
Seeing a reflection of a person through the microwave door.,door,person,microwave,000000404095.jpg,10,6,9,363658
a desk with a laptop and a keyboard,desk,laptop,keyboard,000000424532.jpg,2,5,8,364565
"A desk with a laptop, rotary phone and clock.",clock,desk,laptop,000000322866.jpg,10,2,5,368465
A child standing on a chair trying to reach a microwave oven.,chair,oven,microwave,000000511392.jpg,6,12,11,370107
Two children with remote controls sitting in a chair with a dog checking them out.,chair,remote,dog,000000247068.jpg,9,4,12,370470
A person holding a huge teddy bear near a couch. ,couch,bear,person,000000531568.jpg,10,7,2,374478
A guy on a couch with a laptop and a big book in his lap.,couch,laptop,book,000000134907.jpg,5,8,12,375967
Man with map book on laptop on couch in living room,couch,laptop,book,000000134907.jpg,8,6,4,377218
A person in an animal bear costume with glasses driving a motorcycle.,motorcycle,bear,person,000000050321.jpg,12,6,2,382043
A table with a black laptop next to a person on couch.,couch,person,laptop,000000285417.jpg,12,10,6,390180
"View of open toaster oven, refrigerator, and shelves with food.",oven,refrigerator,toaster,000000489497.jpg,5,7,4,390966
A grey and black cat resting next to laptop with a window in background.,cat,laptop,window,000000390129.jpg,5,9,12,392212
"a person dressed like it's cold sitting on a couch working on a laptop.
",couch,person,laptop,000000452004.jpg,11,2,15,392540
a close up of a person in front of a refrigerator door open,door,person,refrigerator,000000452909.jpg,12,6,11,394286
A laptop and mouse on top of a desk.,mouse,desk,laptop,000000306822.jpg,4,9,2,402330
A GREY LAPTOP AND A BLACK MOUSE SITTING ON A COMPUTER DESK,mouse,desk,laptop,000000306822.jpg,7,13,3,402564
A laptop computer and coffee cup are on a desk.,cup,desk,laptop,000000439758.jpg,7,11,2,404008
Shirtless guy with glasses and a hat on lays on chair with laptop in his lap,chair,laptop,hat,000000367518.jpg,11,13,7,404995
A person sitting in front of a desk with computers with his feet up on another chair.,chair,person,desk,000000527283.jpg,18,2,8,406160
A clear glass vase with purple flowers sits next to a blue bottle on a window ledge.,bottle,vase,window,000000169480.jpg,13,4,16,406347
a barefoot person sitting next to a desk and a laptop ,person,desk,laptop,000000527283.jpg,3,8,11,406829
"A desk that has a laptop, computer monitor, and a cup on it.",cup,desk,laptop,000000439758.jpg,14,2,6,406849
a desk with a laptop and a monitor with a keyboard,desk,laptop,keyboard,000000548375.jpg,2,5,11,407231
"A table holding a black mouse, laptop and chair.",chair,mouse,laptop,000000306822.jpg,10,6,8,407868
a desk with a big monitor and a laptop by a coffee cup ,cup,desk,laptop,000000439758.jpg,13,2,9,410539
A man using a laptop computer while sitting between a desk with a computer and a bed.,bed,desk,laptop,000000151864.jpg,19,12,5,411397
A wooden desk topped with a laptop computer and a microwave.,desk,laptop,microwave,000000400045.jpg,3,7,12,412060
"A desk with toaster over, ipod dock, laptop computer and space for crafts.",desk,laptop,toaster,000000400045.jpg,2,10,4,412612
A bottle of wine is sitting in the window sill with a vase of flowers.,bottle,vase,window,000000169480.jpg,2,13,9,413295
microwave oven with a clock next to it and a pillow and books stacked on top.,oven,clock,microwave,000000168331.jpg,2,5,1,413325
"A man is sitting in a chair on the the laptop, and a woman is in the bed. ",chair,bed,laptop,000000086556.jpg,7,19,11,414489
A dish with food is sitting in a toaster oven that has its door partially open.,door,oven,toaster,000000458642.jpg,14,10,9,416744
"A desk contains a laptop, a keyboard, a phone, a picture of a baby, and various other office clutters.",desk,laptop,keyboard,000000310163.jpg,2,5,8,423589
"A keyboard, laptop, phone, and photo of a baby sit on a corner desk.",desk,laptop,keyboard,000000310163.jpg,17,4,2,424651
A black laptop sitting on a desk next to a remote controller.,desk,laptop,remote,000000121472.jpg,7,3,11,433208
a person using a laptop on a desk ,person,desk,laptop,000000576427.jpg,2,8,5,437031
a desk with a laptop and monitors with a keyboard,desk,laptop,keyboard,000000425117.jpg,2,5,10,437394
a person is using a laptop while sitting at a desk,person,desk,laptop,000000576427.jpg,2,11,6,439758
three computer on a desk with a mouse and keyboard,mouse,desk,keyboard,000000014335.jpg,9,6,11,440602
A small dog standing next to a person on a laptop.,person,laptop,dog,000000260953.jpg,8,11,3,443127
A laptop on a desk in front of a window with many pink sticky notes.,desk,laptop,window,000000177974.jpg,5,2,10,444785
A cat is sitting on top of the keyboard of a laptop.,cat,laptop,keyboard,000000572993.jpg,2,12,9,444939
A cat sitting on a laptop on top of a desk.,cat,desk,laptop,000000572993.jpg,2,11,6,445038
a desk with a monitor a keyboard and mouse,mouse,desk,keyboard,000000094359.jpg,9,2,7,447686
a toaster oven on a counter near a bowl of fruit,oven,bowl,toaster,000000487914.jpg,3,9,2,448124
A laptop and computer mouse on a desk.,mouse,desk,laptop,000000253265.jpg,6,9,2,457745
An open book next to a laptop setting on a bed,bed,laptop,book,000000000941.jpg,11,7,3,460444
An old nokia phone in a person's hand next to a black and silver keyboard on a desk.,person,desk,keyboard,000000068439.jpg,7,19,16,461077
A teddy bear sitting in a chair with a book in its lap.,chair,bear,book,000000297091.jpg,7,3,10,461904
A desk with a black laptop and a mouse on it.,mouse,desk,laptop,000000387517.jpg,9,2,6,463171
"A monitor, keyboard and mouse on a desk. ",mouse,desk,keyboard,000000403317.jpg,6,9,4,463199
A teddy bear is placed in a chair with a book.,chair,bear,book,000000297091.jpg,8,3,11,463755
A teddy bear sitting in a chair with an open book on its lap. ,chair,bear,book,000000297091.jpg,7,3,11,464754
"Office desk with a laptop , headphones, keyboard and dual monitors.",desk,laptop,keyboard,000000309400.jpg,2,5,9,465973
a desk with a laptop a monitor and a clock,clock,desk,laptop,000000061642.jpg,10,2,5,468877
"A view of a person's office with a laptop, desktop, and clock",person,clock,laptop,000000061642.jpg,5,15,10,469018
a close up of a book near a laptop on a bed,bed,laptop,book,000000000941.jpg,12,9,6,469540
"A bed with a book, black laptop and blanket.",bed,laptop,book,000000000941.jpg,2,8,5,470260
"knife cuts into a medium sized pizza on a plate
",pizza,knife,plate,000000422939.jpg,7,1,10,477685
"A desk with various items organized on top, including a small laptop computer, a memo size notebook and pen and a book.",desk,laptop,book,000000085143.jpg,2,13,25,481631
A person sitting at a desk with their feet on top with a laptop in their lap ,person,desk,laptop,000000011720.jpg,2,6,14,481651
a person with their feet up on a desk and holding a laptop in their lap.,person,desk,laptop,000000011720.jpg,2,9,13,483466
A shiny metal small toaster oven sitting by a window.,oven,toaster,window,000000037868.jpg,6,5,10,486350
A toaster oven sitting near a window with blinds,oven,toaster,window,000000037868.jpg,3,2,7,487583
A refrigerator freezer sitting next to a microwave oven.,oven,refrigerator,microwave,000000552028.jpg,9,2,8,494011
A small toaster oven with a dish inside and plate of toast on top ,oven,toaster,plate,000000491801.jpg,4,3,10,499618
An open laptop on a desk with a music player and a mouse.,mouse,desk,laptop,000000306593.jpg,13,6,3,499921
A person with their feet on a desk next to a laptop. ,person,desk,laptop,000000483205.jpg,2,8,12,501393
The camera person has their feet up on the desk next to a laptop. ,person,desk,laptop,000000483205.jpg,3,10,14,502488
a close up of a laptop and a mouse on a desk,mouse,desk,laptop,000000306593.jpg,9,12,6,503722
A laptop and different computer devices and a keyboard sitting on a desk. ,desk,laptop,keyboard,000000139617.jpg,14,2,10,506785
Person typing on laptop keyboard  on wood table.,person,laptop,keyboard,000000537160.jpg,1,4,5,507926
a dog looking at a woman check on a pizza in the oven,oven,pizza,dog,000000359363.jpg,13,10,2,508580
A laptop and cordless mouse on top of a small white refrigerator.,mouse,laptop,refrigerator,000000275353.jpg,5,2,12,512531
"A laptop, a picture, a mug and a mouse on a desk. ",mouse,desk,laptop,000000405747.jpg,11,14,2,512924
A person sitting on a bed and working on a laptop.,bed,person,laptop,000000188148.jpg,6,2,11,514015
Tall orange vase sitting on a window sill.,orange,vase,window,000000312430.jpg,2,3,7,516310
An orange vase sits next to a window. ,orange,vase,window,000000312430.jpg,2,3,8,516610
A orange vase that is sitting in front of a window.,orange,vase,window,000000312430.jpg,2,3,11,518524
A person opening a toaster oven containing a package of wieners. ,person,oven,toaster,000000546401.jpg,2,6,5,521237
 A laptop sitting on a desk with a mouse. ,mouse,desk,laptop,000000450777.jpg,9,6,2,522160
A laptop on a desk next to a set of headphones and a computer mouse.,mouse,desk,laptop,000000188826.jpg,16,5,2,526796
A computer keyboard sitting on top of a desk near a mouse.,mouse,desk,keyboard,000000471139.jpg,13,10,4,529194
A seat on a train next to a window underneath a bed.,bed,train,window,000000521796.jpg,12,5,9,529233
"A laptop, headphones, and a mouse sit on a desk.",mouse,desk,laptop,000000188826.jpg,8,12,2,529562
A person putting a pizza in a oven.,person,oven,pizza,000000066273.jpg,2,8,5,531135
"There are two computer monitors, a computer keyboard, and a laptop on the desk. ",desk,laptop,keyboard,000000078085.jpg,18,15,11,533208
An open laptop sitting in on a desk in front of a window.,desk,laptop,window,000000450777.jpg,8,3,13,535372
"The top of someones computer desk, showing the mouse, keyboard and a game playing device.",mouse,desk,keyboard,000000471139.jpg,12,8,14,540975
some bowls a cooking pot and a microwave oven and a knife,oven,knife,microwave,000000405563.jpg,9,12,8,541315
"Black and white of table with headphones with a laptop on either side, and a chair, glass door bookcase, and fireplace in background.",chair,door,laptop,000000321960.jpg,17,20,10,541340
A dog sitting on his bed next to an open laptop.,bed,laptop,dog,000000372919.jpg,6,11,2,543978
a very large pizza with a fork and a knife,fork,pizza,knife,000000015219.jpg,7,4,10,544065
"A woman on a bus smiling looking at a cell phone and a man in seat across from hers looking at it, too, with city traffic and buildings out the back door window.",door,bus,window,000000011619.jpg,34,5,35,547239
a plate with pizza cut into pieces besides a fork,fork,pizza,plate,000000562740.jpg,10,4,2,547918
A sink in a kitchen under a microwave oven.,oven,sink,microwave,000000575354.jpg,9,2,8,549190
A wooden desk topped with laptop computers and  white book.,desk,laptop,book,000000214563.jpg,3,6,11,549676
"A kitchen with a stove, microwave, cabinets, a counter, a refrigerator and no sink. ",refrigerator,sink,microwave,000000107454.jpg,15,18,7,550008
A man standing by a toaster oven and a microwave ,oven,toaster,microwave,000000022691.jpg,7,6,10,550088
"A desk with a laptop, computer, lamp, mouse and papers on it. ",mouse,desk,laptop,000000424542.jpg,12,2,5,550398
a microwave oven built into some cabinets above a sink,oven,sink,microwave,000000575354.jpg,3,10,2,550531
A man with sitting at a desk with a laptop and mouse.,mouse,desk,laptop,000000298459.jpg,12,7,10,551753
"A kitchen with an oven, microwave and refrigerator.",oven,refrigerator,microwave,000000107454.jpg,5,9,7,552138
A black cat sitting on a laptop on a bed.,bed,cat,laptop,000000022962.jpg,10,3,7,552913
"A kitchen with microwave, toaster, sink and fridge",toaster,sink,microwave,000000107454.jpg,6,8,4,553107
"Laptop on an office refrigerator, next to a crowded computer desk.",desk,laptop,refrigerator,000000275353.jpg,13,1,5,553421
Small refrigerator with laptop on top next to wooden desk.,desk,laptop,refrigerator,000000275353.jpg,10,4,2,554519
"A laptop on a stand next to a keyboard, mouse and phone.",mouse,laptop,keyboard,000000498690.jpg,11,2,9,555104
A cat sitting on top an open laptop by a window.,cat,laptop,window,000000022962.jpg,2,8,11,556660
a desk with a laptop and an extra keyboard ,desk,laptop,keyboard,000000498690.jpg,2,5,9,556754
A laptop and desk in the reflection of a mirror.,mirror,desk,laptop,000000378807.jpg,10,4,2,556908
A man sitting on a  chair while holding a cat and a laptop computer.,chair,cat,laptop,000000250543.jpg,6,10,13,557138
"A kitchen with wood cabinets, stainless steel oven, stainless steel microwave and a refrigerator and a hole where the cooktop goes.",oven,refrigerator,microwave,000000107454.jpg,9,16,13,557286
A black cat sitting on a laptop that is on a bed. ,bed,cat,laptop,000000022962.jpg,12,3,7,558670
A laptop and a bottle on a desk.,bottle,desk,laptop,000000498125.jpg,5,8,2,559362
"The computer desk has a laptop, a water bottle, and a cell phone on it.",bottle,desk,laptop,000000498125.jpg,11,4,7,559782
A person with a cat and a laptop.,cat,person,laptop,000000130183.jpg,5,2,8,561059
"The room has a toilet, a chair, and a refrigerator in it.",chair,toilet,refrigerator,000000442308.jpg,8,5,12,561263
A laptop and a keyboard on a desk.,desk,laptop,keyboard,000000498690.jpg,8,2,5,561398
A person with a hat sitting with a laptop.,person,laptop,hat,000000234100.jpg,2,9,5,561528
"A desk with a laptop, a pen or stylus and a mouse.",mouse,desk,laptop,000000205560.jpg,14,2,5,562430
"A kitchen play set includes a sink, refrigerator, stove, and oven.",oven,refrigerator,sink,000000270388.jpg,14,9,7,564353
A person with a laptop and cat on their lap.,cat,person,laptop,000000130183.jpg,7,2,5,565076
"A plate with waffles, butter and a fork and knife.",fork,knife,plate,000000108314.jpg,9,11,2,568540
A very cute cat laying on a person and a laptop.,cat,person,laptop,000000130183.jpg,4,8,11,568838
A microwave oven sitting next to a barbed wire fence.,bed,oven,microwave,000000474399.jpg,9,3,2,570872
Woman sitting at desk wearing headphones with laptop and keyboard nearby.,desk,laptop,keyboard,000000221038.jpg,4,8,10,572128
"Laptop computer, a mouse with pad, and pencils on a desk.",mouse,desk,laptop,000000456310.jpg,6,14,1,573876
a desk with a laptop a monitor and a keyboard,desk,laptop,keyboard,000000273103.jpg,2,5,10,576104
Two girls looking around room with microwave on desk and refrigerator,desk,refrigerator,microwave,000000307603.jpg,9,11,7,578267
a laptop and a cup on a white desk,cup,desk,laptop,000000072466.jpg,5,9,2,578709
The refrigerator next to the microwave has many stickers on the door.,door,refrigerator,microwave,000000311895.jpg,12,2,6,578783
A person is eating pizza at the computer desk.,person,desk,pizza,000000198196.jpg,2,10,5,579787
A person is grabbing a bowl of food in the oven.,person,oven,bowl,000000263450.jpg,2,11,6,583482
a person that is getting a plate of food out of a oven,person,oven,plate,000000263450.jpg,2,13,7,584676
A pizza on a plate and a salad in a bowl. ,bowl,pizza,plate,000000330513.jpg,11,2,5,586608
A person sitting on a couch with headphones on in front of a laptop. ,couch,person,laptop,000000028038.jpg,6,2,14,587070
A laptop computer on a desk with strips of crepe paper on the keyboard ,desk,laptop,keyboard,000000294679.jpg,7,2,15,587805
"A window with a chair, fireplace, table with a vase of flowers inside ",chair,vase,window,000000568707.jpg,5,12,2,588195
A computer desk topped with a laptop near a TV monitor.,tv,desk,laptop,000000193855.jpg,11,4,8,588393
two white apple computer mouse on a desk,apple,mouse,desk,000000057892.jpg,3,6,9,589445
A laptop and a mouse sitting across from a couch. ,couch,mouse,laptop,000000487804.jpg,10,5,2,589490
A microwave oven sitting next to a refrigerator freezer.,oven,refrigerator,microwave,000000392627.jpg,3,8,2,590073
a person on a couch with a laptop and head phones,couch,person,laptop,000000028038.jpg,5,2,8,590604
"A desk with laptop, mouse and books on it.",mouse,desk,laptop,000000030836.jpg,6,2,4,594165
A view of a couch with a laptop on a chair.,couch,chair,laptop,000000487510.jpg,5,11,8,596173
A vase is sitting in the middle of a round window overlooking a bench.,vase,bench,window,000000516088.jpg,2,14,11,604624
A small round clock hung underneath a window over a door.,door,clock,window,000000422192.jpg,11,4,8,608426
A chair and a desk with a computer and laptop on it.,chair,desk,laptop,000000138189.jpg,2,5,11,608835
A microwave oven with a plate of nachos inside of it.,oven,plate,microwave,000000068212.jpg,3,6,2,613086
A computer mouse sitting on top of a laptop keyboard.,mouse,laptop,keyboard,000000163615.jpg,4,10,11,614224
A PLATE OF PIZZA AND A SMALL SANDWICH ON TOP ,sandwich,pizza,plate,000000058765.jpg,8,4,2,615834
a desk a keyboard two monitors papers books and a cup,cup,desk,keyboard,000000526432.jpg,11,2,4,617752
a teddy bear sitting on a chair next to a cat,chair,bear,cat,000000054953.jpg,7,3,11,618152
A cat cuddled up on a chair with a teddy bear.,chair,bear,cat,000000054953.jpg,8,12,2,619706
A table topped with a laptop computer and a cup cake.,cup,cake,laptop,000000393375.jpg,11,12,6,620306
A laptop computer and mouse on top of a desk.,mouse,desk,laptop,000000177245.jpg,6,11,2,620505
A cat asleep lying on a teddy bear on a chair.,chair,bear,cat,000000054953.jpg,11,8,2,620816
A person in front of a pizza with shrimp on it on a plate.,person,pizza,plate,000000179812.jpg,2,7,14,620991
A counter with a laptop and mouse and other desk items ,mouse,desk,laptop,000000177245.jpg,7,10,5,621015
A woman standing in front of a microwave oven holding a cup.,cup,oven,microwave,000000330650.jpg,12,9,8,622368
a desk with picture frames pens and a laptop with a mouse,mouse,desk,laptop,000000177245.jpg,12,2,9,625530
A lady holding a coffee cup and closing a microwave door in a white kitchen.,door,cup,microwave,000000330650.jpg,11,6,10,626796
a person in a brown shirt on a blue couch and a laptop,couch,person,laptop,000000391474.jpg,10,2,13,629512
In a plate cut pieces of banana and a cup of  coffee on the table.,cup,banana,plate,000000042540.jpg,10,7,3,629995
a laptop and a coffee cup sitting on a desk ,cup,desk,laptop,000000472026.jpg,6,10,2,632530
a laptop computer sitting on a desk next to a mouse,mouse,desk,laptop,000000381160.jpg,12,8,2,633810
A lower end refrigerator stands beside a cabinet containing a microwave oven.,oven,refrigerator,microwave,000000267552.jpg,12,4,11,635100
Travel books are stacked on top of an Apple laptop keyboard.,apple,laptop,keyboard,000000252277.jpg,9,10,11,635144
A person with their hands on top of a laptop computer keyboard.,person,laptop,keyboard,000000481124.jpg,2,10,13,636937
A refrigerator freezer sitting under a microwave oven.,oven,refrigerator,microwave,000000424307.jpg,8,2,7,637779
A teddy bear sitting on a chair reading a book.,chair,bear,book,000000488066.jpg,7,3,10,643624
A laptop sitting on desk beside a mouse.,mouse,desk,laptop,000000140999.jpg,8,5,2,644869
The bear is sitting in a chair with a book.,chair,bear,book,000000488066.jpg,7,2,10,645499
A laptop computer on a desk with headphones and a mouse.,mouse,desk,laptop,000000140999.jpg,12,7,2,646162
a glass bowl an oven mitt and a microwave,oven,bowl,microwave,000000364457.jpg,5,3,9,647888
A teddy bear sitting in a chair with a book open in it's lap. ,chair,bear,book,000000488066.jpg,7,3,10,648079
a slice of pepperoni pizza on a plate with a fork,fork,pizza,plate,000000523947.jpg,11,5,8,649655
An Apple laptop beside a fantasy novel on a desk,apple,desk,laptop,000000477643.jpg,2,10,3,651143
A computer laptop sits on top of table next to a mouse and external keyboard.,mouse,laptop,keyboard,000000140999.jpg,13,4,16,651613
A microwave oven sealed in a box with a door latch.,door,oven,microwave,000000389492.jpg,10,3,2,652870
A slice of pizza on a plate that has a fork on it. ,fork,pizza,plate,000000523947.jpg,11,4,7,653261
A laptop computer on a desk beside a paperback book.,desk,laptop,book,000000477643.jpg,7,2,11,653774
A teddy bear with a book is placed in a wooden chair,chair,bear,book,000000488066.jpg,12,3,6,653872
"A wooden desk holds a laptop, book, and paper.",desk,laptop,book,000000290549.jpg,3,6,8,655659
"There is a desk with two computer monitors, a mouse, keyboard and headphones on it.",mouse,desk,keyboard,000000567389.jpg,12,4,14,656184
A fork and piece of pizza on a plate.,fork,pizza,plate,000000523947.jpg,2,6,9,657473
The laptop is next to a plate of dough and a knife.,laptop,knife,plate,000000008321.jpg,2,12,7,659941
A pizza pie sitting on top of two oven mittens filled with green and whtie filling.,tie,oven,pizza,000000446413.jpg,17,9,2,661097
"A desk witgmh a telephone, laptop, cell phone and a book on it.",desk,laptop,book,000000267555.jpg,2,9,15,661178
a close up of a vase in front of a clock on a desk,vase,clock,desk,000000290457.jpg,6,11,14,661460
A vase with flowers next to a clock in front of a window.,vase,clock,window,000000290457.jpg,2,8,13,666629
"A wall with a door, window, clock and a sign that says, ""AIR.""",door,clock,window,000000382127.jpg,5,9,7,667375
"A laptop sitting next to its case, a mouse, a glass of beer and a bottle on a picnic table.",bottle,mouse,laptop,000000058864.jpg,18,10,2,668880
Two ladies lying on a couch with a teddy bear and beer bottle,couch,bottle,bear,000000224505.jpg,6,13,10,669804
A person removes food from a microwave oven.,person,oven,microwave,000000115465.jpg,2,8,7,672373
a mouse and keyboard sitting on a wooden desk,mouse,desk,keyboard,000000030944.jpg,2,9,4,673715
A clock laying next to a cup which are both on top of a desk. ,cup,clock,desk,000000473726.jpg,7,2,15,674869
A laptop on a computer desk with a mouse. ,mouse,desk,laptop,000000093402.jpg,10,7,2,683881
A microwave open door sitting next to a refrigerator freezer.,door,refrigerator,microwave,000000569188.jpg,4,9,2,684821
"A plate, a bottle, a glass and a laptop on a table.",bottle,laptop,plate,000000467516.jpg,5,11,2,690182
"A desk with a laptop, monitor, mouse and papers on it. ",mouse,desk,laptop,000000093402.jpg,9,2,5,690373
A person is laying on a bed with a laptop.,bed,person,laptop,000000437452.jpg,7,2,10,690563
Laptop computer sitting on a desk with a black mouse on the table.,mouse,desk,laptop,000000572795.jpg,11,7,1,691403
a laptop a mouse a monitor and a lamp and desk,mouse,desk,laptop,000000093402.jpg,4,11,2,691789
"A stuffed animal teddy bear that is sitting on a mouse pad, in front of a computer keyboard.",bear,mouse,keyboard,000000384261.jpg,5,11,20,692909
A microwave oven with a toaster on the side of it.,oven,toaster,microwave,000000233395.jpg,3,6,2,695389
this is a mouse and keyboard with a bear,bear,mouse,keyboard,000000384261.jpg,9,4,6,697469
A microwave oven with a build in toaster.,oven,toaster,microwave,000000233395.jpg,3,8,2,701404
The laptop and mouse sits upon the desk with one other item.,mouse,desk,laptop,000000572795.jpg,4,8,2,703817
A laptop keyboard with its reflection of it and a book in the screen.,laptop,keyboard,book,000000296844.jpg,2,3,11,707382
A plush animal mouse staring in a mirror beside a toothbrush.,mirror,mouse,toothbrush,000000279320.jpg,8,4,11,710321
a sink with a microwave oven on top of it ,oven,sink,microwave,000000521968.jpg,6,2,5,715153
a keyboard next to the book of a laptop,laptop,keyboard,book,000000296844.jpg,9,2,6,719571
A microwave oven door with a light bulb on inside it.,door,oven,microwave,000000250533.jpg,4,3,2,725913
A laptop with mouse sitting on a desk top.,mouse,desk,laptop,000000366527.jpg,4,8,2,726804
A laptop computer on a wooden desk next to a TV monitor. ,tv,desk,laptop,000000356645.jpg,12,8,2,733808
a desk with a laptop and a mouse ,mouse,desk,laptop,000000356645.jpg,8,2,5,736352
A microwave sits on a table with a lower shelf containing a toaster oven,oven,toaster,microwave,000000186614.jpg,14,13,2,737323
A laptop and mouse sit on the computer desk.,mouse,desk,laptop,000000057842.jpg,4,10,2,737570
A microwave and a toaster oven sit on a wooden stand.,oven,toaster,microwave,000000186614.jpg,6,5,2,739081
A chair in front of a laptop on top of a desk.,chair,desk,laptop,000000535928.jpg,2,12,7,739798
A plate with food on it sitting beside a knife and fork,fork,knife,plate,000000318999.jpg,12,10,2,740273
A computer desk chair parked in front of a laptop computer.,chair,desk,laptop,000000535928.jpg,5,4,11,741295
"A desk is cluttered with laptop, water bottle, books and papers. ",bottle,desk,laptop,000000030836.jpg,10,2,7,744336
A person is holding a paper plate over a pizza.,person,pizza,plate,000000345218.jpg,2,10,7,745355
A person holding a paper plate over a pizza.,person,pizza,plate,000000345218.jpg,2,9,6,746882
A person on a bench with a laptop and other people walking down the road.,person,bench,laptop,000000051470.jpg,2,5,8,746947
"A laptop computer, monitor, and mouse on a desk.",mouse,desk,laptop,000000029891.jpg,9,12,2,763744
