caption,entity_1,entity_2,image_name,index_1,index_2,id
A person is riding a horse over a gate.,horse,person,000000307538.jpg,6,2,666025
A cat in a Santa hat on a Christmas card.,cat,hat,000000228746.jpg,2,6,523915
A bedroom with a bed and chair along with a nightstand with lamp on top of it.,chair,bed,000000394133.jpg,7,5,13572
A person on a snowboard on the slopes.,person,snowboard,000000268100.jpg,2,5,52859
A person standing on a skateboard near small cones.,person,skateboard,000000187785.jpg,2,6,741663
A man wearing a beach ball colored umbrella hat.,umbrella,hat,000000195998.jpg,8,9,117591
"A lot of orange, yellow and blue umbrella hang from lines.",orange,umbrella,000000403301.jpg,4,9,490387
A couple of wall urinals next to a sink and toilet.,toilet,sink,000000297206.jpg,12,10,731144
A teddy bear in the bed under the blanket. ,bed,bear,000000404063.jpg,6,3,229603
A bowl of food with a spoon on a table.,spoon,bowl,000000385313.jpg,7,2,187544
A toy truck rests on a bed of pine needles.,bed,truck,000000521351.jpg,7,3,819263
A bathroom with wall to wall mirror and sink ,mirror,sink,000000089908.jpg,7,9,812579
